67,94,1
2,66,1
78,84,2
4,55,1
47,99,0
91,63,0
9,50,1
61,78,2
67,9,1
62,82,2
40,12,1
35,86,1
82,23,1
20,79,1
92,65,1
15,11,2
96,66,2
53,38,2
73,14,1
26,23,1
57,81,2
83,64,2
63,73,1
36,75,1
16,27,2
59,50,1
34,41,0
17,22,0
63,92,1
49,32,0
50,85,1
22,51,1
77,91,1
22,18,2
3,51,0
48,51,2
8,58,1
1,38,1
87,77,0
48,25,2
28,75,1
32,20,0
7,17,1
39,80,1
62,47,2
70,43,1
12,71,0
83,79,2
33,65,0
97,64,2
57,27,0
32,88,2
85,60,2
64,57,2
13,29,1
57,90,1
57,34,1
11,75,1
94,36,1
49,61,1
44,32,0
24,82,2
44,46,1
98,98,1
90,40,1
59,54,0
45,24,1
66,49,1
82,37,0
62,63,2
15,95,1
40,19,0
88,8,1
29,83,2
91,96,2
31,88,2
92,87,1
51,39,2
14,83,2
14,73,1
22,81,1
93,69,1
27,23,2
90,16,2
88,56,1
76,52,0
50,26,2
70,44,1
96,75,2
28,95,1
26,3,2
35,21,1
35,17,1
11,77,2
86,50,1
51,28,2
59,64,1
33,74,0
99,45,1
51,77,2
62,32,1
92,70,0
60,84,1
29,16,0
65,38,2
72,83,0
45,87,1
86,29,2
58,100,1
83,53,0
35,17,1
4,24,1
19,15,1
29,3,1
34,73,1
25,79,2
77,44,0
73,92,2
81,17,0
90,17,2
55,50,1
83,23,1
94,8,0
67,60,0
60,7,0
72,12,0
27,58,1
37,35,2
90,75,2
41,66,0
34,33,0
56,76,1
2,78,2
4,51,1
86,25,1
34,1,2
72,3,0
12,4,1
31,83,0
27,73,0
95,80,1
48,82,1
62,69,1
66,80,1
19,47,0
34,80,2
61,88,2
43,75,1
36,58,1
43,34,1
94,28,0
94,92,1
85,59,1
55,71,1
9,18,1
10,17,1
95,39,1
5,96,0
18,81,1
10,52,1
74,42,1
40,30,1
61,57,1
76,34,1
50,40,0
28,95,1
20,91,1
81,50,1
89,3,0
7,20,1
33,5,0
28,35,1
81,83,2
65,6,1
78,43,0
37,91,1
99,18,2
30,93,0
61,89,1
57,14,2
73,65,1
9,90,2
10,30,2
97,82,1
30,90,0
64,71,0
33,73,1
57,99,1
50,70,1
96,80,1
88,54,0
50,96,1
61,92,1
76,8,0
95,65,1
16,68,2
69,31,0
68,45,2
67,38,0
51,4,2
2,69,2
58,76,2
3,80,1
10,55,1
91,4,1
17,62,1
62,35,0
6,100,1
2,51,1
71,18,1
20,90,0
46,64,0
13,3,1
7,15,0
29,3,2
85,54,0
44,34,0
85,88,2
65,61,0
31,40,1
36,6,0
16,11,2
86,17,1
79,5,0
87,3,0
7,45,0
24,99,1
41,99,1
36,98,2
60,9,0
52,48,2
91,47,0
80,89,0
93,38,1
8,48,1
24,90,2
54,32,0
57,70,0
20,44,2
70,36,2
43,37,2
34,61,1
27,59,0
74,35,0
77,25,1
37,3,1
12,69,2
17,50,1
5,25,0
8,4,2
63,39,0
87,21,1
87,32,1
24,56,2
41,90,0
76,41,0
81,33,1
48,13,1
45,44,1
80,63,0
72,94,2
35,51,2
87,74,1
3,88,1
56,32,1
77,25,0
41,3,2
41,94,1
5,66,1
25,23,2
69,4,0
54,76,1
13,40,1
66,39,1
42,44,1
11,61,1
47,36,0
81,96,2
75,28,0
89,49,1
88,94,1
77,10,0
