12,191
4,927
26,600
9,147
19,819
23,641
16,131
11,805
27,13
21,274
6,290
18,838
23,392
4,470
11,701
15,333
8,756
18,507
22,516
7,104
24,366
19,326
3,764
12,870
9,571
10,186
7,659
15,343
23,82
4,303
11,235
14,6
10,441
15,884
1,635
19,975
16,709
14,197
18,865
4,585
29,340
18,44
16,780
12,226
12,452
19,73
12,495
23,397
10,441
2,598
20,104
3,695
21,341
7,557
5,956
12,412
20,965
20,867
20,603
11,290
4,884
13,3
4,830
27,738
7,317
3,917
2,317
10,431
27,289
15,971
9,139
16,169
5,970
19,482
5,208
7,333
1,964
8,889
19,486
29,420
14,546
20,111
8,64
26,243
14,489
28,195
19,739
13,197
24,702
2,694
1,597
9,244
2,166
11,162
12,549
18,364
20,900
28,915
26,180
29,73
14,182
27,152
17,731
25,170
10,114
7,461
8,102
18,278
12,635
2,492
14,927
27,867
25,299
15,728
12,110
3,774
9,495
26,347
6,321
2,840
2,694
22,390
9,372
3,289
26,219
6,711
22,640
15,503
19,801
20,229
20,186
22,222
21,509
10,136
25,551
4,435
24,837
6,530
24,508
18,673
28,441
10,9
26,911
29,483
9,954
13,586
27,316
7,914
7,271
23,236
3,707
17,167
3,386
9,297
25,670
9,100
16,359
23,763
4,105
8,754
19,909
7,752
12,198
18,354
21,132
21,249
21,858
12,597
9,192
20,345
29,388
22,494
25,50
8,794
15,628
18,390
22,97
23,451
3,200
21,530
11,13
9,674
23,264
6,670
28,277
8,27
24,272
8,835
26,651
24,1
25,345
17,517
7,84
21,561
5,714
8,157
4,705
16,389
11,15
27,676
8,291
8,627
12,110
13,676
29,828
9,606
14,347
27,382
16,248
27,547
4,845
25,607
15,331
21,183
19,318
9,958
1,59
23,483
20,490
17,867
9,666
23,689
14,869
13,198
11,757
2,694
2,389
20,716
11,314
17,812
19,134
23,845
5,730
28,88
1,705
23,33
26,119
19,373
13,168
26,590
25,929
25,813
7,597
6,388
27,544
3,539
18,391
3,201
6,255
3,494
17,134
26,312
2,430
5,582
29,687
4,307
13,43
13,59
15,236
24,758
23,561
19,822
17,287
18,473
4,529
6,414
23,640
19,728
20,480
3,454
10,99
23,115
5,281
10,849
11,770
15,148
18,34
16,246
15,983
25,593
24,440
14,11
8,486
12,765
19,693
12,366
29,613
11,68
22,69
12,893
18,423
26,95
6,235
21,103
8,993
29,694
20,546
6,953
12,371
11,960
22,471
26,177
2,451
12,610
2,834
20,250
24,237
27,45
3,899
26,325
7,219
17,947
6,390
9,250
2,526
29,292
5,629
24,527
11,830
28,297
4,8
15,518
15,596
15,928
22,495
29,229
15,339
2,891
2,786
27,952
17,591
7,622
12,503
16,205
19,190
2,390
4,497
15,635
27,269
13,986
17,62
13,613
7,3
29,896
1,808
24,808
24,438
12,115
28,205
18,953
7,94
15,781
9,797
1,45
20,615
26,410
24,46
26,470
5,628
20,866
6,465
6,663
8,517
29,27
4,114
16,697
10,268
4,31
10,29
20,735
22,148
15,865
1,649
25,552
13,837
8,834
22,452
24,26
11,389
6,493
20,389
13,258
11,801
8,386
26,608
22,242
6,740
15,742
13,625
8,571
25,463
24,755
21,365
29,153
3,331
23,370
9,290
24,206
26,70
7,811
25,108
19,120
7,396
3,440
5,616
8,780
5,893
27,862
20,890
25,1000
6,82
17,388
12,895
27,669
10,275
28,7
3,12
17,334
21,575
21,781
10,426
18,271
18,178
23,465
1,377
10,485
26,697
8,407
1,658
29,184
15,13
9,101
13,99
2,927
21,961
14,241
7,225
24,173
20,238
14,404
25,667
19,517
1,999
27,783
10,983
3,97
17,557
9,540
11,711
20,575
14,229
9,220
16,832
14,854
16,934
9,382
15,625
27,261
20,498
21,930
19,317
5,282
21,689
28,673
19,593
1,413
15,322
27,681
25,30
11,884
20,579
22,295
17,71
2,852
15,928
9,863
21,815
16,977
13,849
21,762
6,880
15,571
13,188
9,796
23,546
16,592
20,3
6,988
29,924
12,639
5,141
15,978
12,596
20,626
17,608
18,286
17,978
12,440
10,906
23,867
18,739
13,730
26,207
25,210
6,546
10,632
4,527
9,20
19,164
20,935
6,333
2,402
13,29
23,227
24,916
16,53
4,43
15,115
8,703
6,424
21,710
29,661
7,520
14,182
25,397
17,841
29,432
27,30
3,431
21,495
1,131
20,397
29,673
25,919
6,812
5,700
2,496
20,747
5,262
8,401
16,138
4,896
21,360
19,931
27,732
21,22
18,249
16,917
8,305
4,438
2,381
12,193
9,423
4,766
18,597
5,867
18,974
7,540
18,977
23,624
11,32
9,982
13,164
17,445
21,57
16,547
4,112
8,563
22,154
28,713
9,299
13,696
4,451
11,324
19,197
18,330
14,836
22,320
22,761
4,210
7,339
21,631
15,517
20,851
28,804
23,974
26,237
16,999
2,819
5,350
26,511
29,961
20,384
2,943
4,47
8,133
28,648
29,636
25,915
15,811
26,9
24,340
26,203
20,128
15,785
18,605
24,817
10,988
29,481
15,619
8,893
9,792
2,17
3,651
4,319
15,591
5,878
23,578
12,188
8,573
26,423
10,450
8,265
12,219
19,720
9,940
18,95
14,543
7,325
23,53
9,67
28,557
19,994
14,147
1,307
18,878
17,516
4,601
10,80
15,212
28,983
18,277
8,575
16,137
22,134
27,739
17,984
26,850
11,446
13,912
22,547
24,435
16,561
4,942
6,254
10,778
1,405
1,948
19,389
12,369
20,677
2,141
6,804
10,916
20,895
17,989
10,730
12,130
21,282
6,937
14,740
9,930
6,896
3,276
12,136
17,245
25,248
23,6
20,157
5,651
2,85
15,467
21,784
2,351
19,906
24,165
28,977
10,695
12,813
20,458
3,403
10,811
19,450
24,180
17,205
26,449
8,526
12,556
6,215
24,957
18,569
23,69
12,924
23,582
15,302
16,622
22,800
19,915
6,874
3,763
18,528
7,920
20,155
20,967
25,268
10,555
22,726
27,542
20,92
24,466
5,839
24,484
3,377
3,441
26,901
10,317
3,470
20,140
14,130
29,46
7,631
9,928
2,959
12,260
12,733
23,623
14,665
21,119
12,809
26,202
6,476
10,277
26,304
28,469
26,374
16,872
25,265
7,222
23,63
1,496
26,464
7,548
16,774
7,727
29,829
23,158
6,124
17,118
10,114
20,503
27,760
19,202
11,211
27,787
3,891
27,11
7,53
7,829
4,99
14,804
15,600
14,792
27,167
3,808
9,758
4,554
26,358
25,310
2,545
15,913
23,882
25,243
10,542
15,40
24,131
11,299
1,351
8,883
10,534
28,770
16,484
7,132
10,1000
28,915
24,539
3,680
14,257
8,388
16,158
6,162
14,736
7,906
22,280
16,292
17,679
18,207
22,228
6,652
17,188
15,647
14,35
18,313
1,438
23,462
5,56
26,799
15,565
6,571
16,129
29,892
15,549
3,634
25,684
4,551
2,167
16,413
13,673
16,735
21,277
12,238
17,945
12,411
8,569
1,926
14,311
19,67
9,162
25,64
28,873
1,761
9,920
13,404
4,219
22,80
7,51
20,851
13,504
17,938
16,943
22,388
2,444
13,142
17,716
9,438
29,407
15,157
5,101
18,757
15,71
1,813
9,178
8,213
12,799
29,94
12,348
20,6
29,474
8,96
13,9
7,361
19,680
24,934
8,284
27,329
21,816
10,30
24,504
23,507
13,792
24,458
27,21
5,225
17,604
21,982
22,277
6,780
23,479
18,863
21,359
24,363
21,35
18,512
6,25
8,45
10,173
28,873
17,319
8,847
1,866
20,592
2,414
27,984
24,9
18,779
17,50
22,640
6,233
29,164
1,434
18,134
21,609
29,123
5,240
26,539
29,620
26,104
8,309
24,298
6,199
18,895
6,657
4,788
29,420
11,679
10,972
1,253
17,246
20,724
29,885
7,445
29,564
24,358
26,869
25,229
24,844
18,833
12,285
18,20
11,115
15,933
23,432
14,199
24,92
12,21
20,631
12,201
3,925
25,712
9,655
4,225
19,282
5,476
3,102
18,434
21,559
9,225
20,470
16,973
15,915
21,425
21,1000
19,95
20,667
16,988
24,17
12,361
12,138
17,289
11,830
21,763
8,348
22,259
23,853
7,403
3,755
20,235
12,274
22,149
19,563
23,97
29,379
8,775
25,630
20,178
27,36
3,447
14,520
4,218
20,668
2,728
11,203
28,106
28,732
12,976
4,577
10,88
1,572
2,958
28,797
10,754
14,964
3,149
11,34
27,963
26,23
11,142
10,185
12,458
26,926
17,295
3,648
25,377
19,854
7,659
13,673
23,517
3,841
18,719
12,409
13,231
13,960
15,583
9,450
6,316
17,880
8,580
4,680
11,330
19,682
20,929
2,522
13,382
19,721
26,83
6,192
14,978
25,87
25,283
27,139
11,680
26,488
23,419
15,920
23,815
7,315
16,36
8,44
4,457
20,860
11,600
8,695
5,473
7,629
17,371
4,759
4,637
24,173
7,556
12,163
6,122
27,929
26,612
1,884
10,122
23,925
3,27
22,773
7,771
14,991
2,223
17,530
4,199
8,526
7,579
8,148
26,858
5,727
19,864
10,813
1,88
16,202
29,416
6,383
16,191
4,795
26,579
22,303
11,516
23,443
14,592
25,788
9,713
7,39
5,702
2,79
16,352
13,133
28,308
3,66
8,270
28,770
8,978
29,35
29,380
7,359
14,635
20,181
13,311
8,924
27,532
24,712
26,804
9,99
26,540
8,770
25,755
23,882
12,596
1,662
9,993
25,216
26,895
13,921
13,102
2,953
6,829
12,687
8,241
1,428
29,483
24,655
11,214
17,409
15,722
7,229
18,691
18,96
21,145
6,388
14,61
21,489
22,598
13,638
8,757
23,759
17,295
11,987
4,805
3,212
8,443
1,887
26,107
16,70
22,131
25,440
14,490
9,750
9,347
14,872
25,466
11,68
10,277
3,353
28,527
7,614
11,484
16,679
9,277
16,366
7,602
12,372
21,23
25,2
1,301
20,795
24,554
29,483
22,83
19,953
10,934
24,434
1,986
12,126
3,474
4,361
19,470
27,778
14,575
14,298
2,529
17,688
27,473
13,740
9,687
21,604
22,577
23,159
23,981
11,192
10,986
14,485
5,910
4,630
26,589
29,119
14,128
16,612
8,62
10,873
17,672
28,255
11,248
22,728
12,157
26,546
16,332
6,231
6,307
13,757
23,86
14,853
8,969
27,640
26,413
8,43
8,988
3,561
18,943
15,286
12,76
26,113
27,357
15,697
11,740
27,688
24,230
10,211
18,545
10,75
25,271
21,549
11,900
25,399
8,253
5,877
12,893
7,965
26,361
14,706
25,882
19,823
16,547
9,53
29,395
7,600
2,100
10,926
14,513
1,28
5,583
28,170
5,107
28,115
24,299
6,376
9,586
1,199
11,251
23,272
29,144
26,720
5,302
5,811
7,394
1,983
16,878
4,786
8,667
1,738
26,450
11,791
18,4
13,825
3,695
12,931
1,592
29,639
24,849
11,474
11,889
8,179
24,718
24,950
5,700
27,548
23,438
12,237
11,836
3,649
15,389
15,276
2,20
28,244
7,781
26,246
15,129
28,843
25,269
26,538
16,94
12,803
29,434
13,759
28,989
22,970
19,368
23,555
8,43
24,238
22,654
27,648
6,229
20,556
2,989
15,586
28,954
15,789
17,218
17,650
9,917
16,798
16,118
19,575
10,757
4,492
20,277
10,48
5,474
12,240
27,590
27,826
9,690
13,986
19,405
24,550
13,636
18,659
12,882
22,696
18,450
8,192
13,838
3,90
23,302
6,689
1,386
12,829
29,778
14,381
3,84
17,686
14,449
4,178
11,598
20,787
6,862
1,906
10,757
6,282
5,842
7,512
10,869
13,879
3,504
15,61
16,345
2,335
8,699
6,210
2,626
8,813
1,235
4,53
24,486
9,748
18,643
9,881
16,959
24,770
24,836
26,646
1,241
9,613
14,291
17,679
2,296
2,147
15,101
18,118
3,190
25,213
26,104
18,416
29,355
29,593
29,786
23,308
3,395
16,165
15,220
17,310
6,205
14,844
17,535
21,140
13,711
4,852
28,312
19,850
24,640
10,770
5,527
21,775
4,949
6,202
19,779
16,468
27,975
1,596
21,72
8,645
7,84
3,678
26,746
16,867
7,316
29,237
3,308
26,15
21,988
28,691
22,742
6,211
14,204
25,265
19,946
19,503
1,92
24,856
18,815
27,986
15,70
1,351
8,571
28,934
7,780
11,57
28,570
24,988
3,373
20,52
10,162
17,428
5,958
13,296
11,2
1,455
29,737
18,191
3,995
10,685
15,746
29,395
7,64
8,684
23,141
12,775
21,15
20,490
8,830
29,875
6,276
29,715
22,273
15,668
20,742
14,760
13,832
5,655
20,868
23,534
27,429
13,834
14,576
9,276
25,641
25,103
14,609
26,192
28,638
29,679
16,994
3,840
10,448
4,316
20,375
9,112
6,23
14,25
11,833
9,968
14,715
13,348
12,170
29,555
19,820
7,250
27,763
20,373
5,485
8,779
1,440
21,134
14,230
3,439
10,634
27,529
10,51
26,99
20,945
2,173
24,656
14,354
1,812
3,784
15,284
11,502
27,168
27,267
6,584
3,769
14,20
12,57
16,161
5,244
28,329
2,75
19,227
6,382
25,63
26,642
11,136
10,897
27,714
17,547
10,659
22,308
10,923
12,241
2,396
25,456
18,457
1,228
28,143
20,364
23,244
29,229
14,963
16,406
5,739
