72,78,967,4,2017-08-29 23:38:00
73,8,679,3,2017-08-29 23:38:05
74,96,404,3,2017-08-29 23:38:10
75,63,891,1,2017-08-29 23:38:15
76,85,684,3,2017-08-29 23:38:20
77,21,643,4,2017-08-29 23:38:25
78,62,48,3,2017-08-29 23:38:30
79,5,977,4,2017-08-29 23:38:35
80,10,667,4,2017-08-29 23:38:40
81,3,294,4,2017-08-29 23:38:45
82,87,871,4,2017-08-29 23:38:50
83,72,253,4,2017-08-29 23:38:55
84,11,179,3,2017-08-29 23:39:00
85,81,997,4,2017-08-29 23:39:05
86,40,33,2,2017-08-29 23:39:10
87,22,888,1,2017-08-29 23:39:15
88,15,768,3,2017-08-29 23:39:20
89,76,694,3,2017-08-29 23:39:25
90,21,63,4,2017-08-29 23:39:30
91,33,216,5,2017-08-29 23:39:35
92,46,682,4,2017-08-29 23:39:40
93,93,444,3,2017-08-29 23:39:45
94,36,265,3,2017-08-29 23:39:50
95,18,682,3,2017-08-29 23:39:55
96,16,168,3,2017-08-29 23:40:00
97,70,983,3,2017-08-29 23:40:05
98,32,492,2,2017-08-29 23:40:10
99,96,361,3,2017-08-29 23:40:15
100,62,301,5,2017-08-29 23:40:20
101,83,380,4,2017-08-29 23:40:25
102,24,625,4,2017-08-29 23:40:30
103,92,864,2,2017-08-29 23:40:35
104,15,842,1,2017-08-29 23:40:40
105,28,323,3,2017-08-29 23:40:45
106,52,504,2,2017-08-29 23:40:50
107,14,243,5,2017-08-29 23:40:55
108,63,714,3,2017-08-29 23:41:00
109,62,840,5,2017-08-29 23:41:05
110,44,184,1,2017-08-29 23:41:10
111,61,712,1,2017-08-29 23:41:15
112,66,786,5,2017-08-29 23:41:20
113,17,876,2,2017-08-29 23:41:25
114,44,485,2,2017-08-29 23:41:30
115,85,357,4,2017-08-29 23:41:35
116,29,583,3,2017-08-29 23:41:40
117,89,395,1,2017-08-29 23:41:45
118,70,1,3,2017-08-29 23:41:50
119,51,795,1,2017-08-29 23:41:55
120,16,602,4,2017-08-29 23:42:00
121,73,603,2,2017-08-29 23:42:05
122,91,514,2,2017-08-29 23:42:10
123,16,785,4,2017-08-29 23:42:15
124,12,643,4,2017-08-29 23:42:20
125,88,116,3,2017-08-29 23:42:25
126,26,937,4,2017-08-29 23:42:30
127,50,257,4,2017-08-29 23:42:35
128,96,770,3,2017-08-29 23:42:40
129,87,904,3,2017-08-29 23:42:45
130,25,148,4,2017-08-29 23:42:50
131,34,389,1,2017-08-29 23:42:55
132,81,799,4,2017-08-29 23:43:00
133,81,725,2,2017-08-29 23:43:05
134,25,792,3,2017-08-29 23:43:10
135,67,482,2,2017-08-29 23:43:15
136,24,417,3,2017-08-29 23:43:20
137,7,229,3,2017-08-29 23:43:25
138,88,718,2,2017-08-29 23:43:30
139,2,398,1,2017-08-29 23:43:35
140,98,976,2,2017-08-29 23:43:40
141,60,162,4,2017-08-29 23:43:45
142,24,691,2,2017-08-29 23:43:50
143,4,336,2,2017-08-29 23:43:55
144,82,441,2,2017-08-29 23:44:00
145,5,543,1,2017-08-29 23:44:05
146,93,704,3,2017-08-29 23:44:10
147,26,343,1,2017-08-29 23:44:15
148,69,51,3,2017-08-29 23:44:20
149,48,918,1,2017-08-29 23:44:25
150,99,590,3,2017-08-29 23:44:30
151,22,946,1,2017-08-29 23:44:35
152,41,255,5,2017-08-29 23:44:40
153,24,205,5,2017-08-29 23:44:45
154,65,544,2,2017-08-29 23:44:50
155,57,952,2,2017-08-29 23:44:55
156,30,36,4,2017-08-29 23:45:00
157,93,897,4,2017-08-29 23:45:05
158,56,694,2,2017-08-29 23:45:10
159,14,535,1,2017-08-29 23:45:15
160,48,415,1,2017-08-29 23:45:20
161,33,346,1,2017-08-29 23:45:25
162,98,854,5,2017-08-29 23:45:30
163,89,768,1,2017-08-29 23:45:35
164,95,272,1,2017-08-29 23:45:40
165,24,514,1,2017-08-29 23:45:45
166,96,597,5,2017-08-29 23:45:50
167,80,648,2,2017-08-29 23:45:55
168,76,825,3,2017-08-29 23:46:00
169,45,607,5,2017-08-29 23:46:05
170,56,735,2,2017-08-29 23:46:10
171,7,947,4,2017-08-29 23:46:15
172,35,940,1,2017-08-29 23:46:20
173,34,183,4,2017-08-29 23:46:25
174,7,275,3,2017-08-29 23:46:30
175,34,879,4,2017-08-29 23:46:35
176,59,664,3,2017-08-29 23:46:40
177,70,899,5,2017-08-29 23:46:45
178,41,413,3,2017-08-29 23:46:50
179,41,361,1,2017-08-29 23:46:55
180,95,767,4,2017-08-29 23:47:00
181,17,6,5,2017-08-29 23:47:05
182,59,546,3,2017-08-29 23:47:10
183,65,825,4,2017-08-29 23:47:15
184,29,437,2,2017-08-29 23:47:20
185,16,568,2,2017-08-29 23:47:25
186,45,780,4,2017-08-29 23:47:30
187,33,677,3,2017-08-29 23:47:35
188,12,216,5,2017-08-29 23:47:40
189,29,229,4,2017-08-29 23:47:45
190,18,600,3,2017-08-29 23:47:50
191,19,925,3,2017-08-29 23:47:55
192,90,601,4,2017-08-29 23:48:00
193,11,520,4,2017-08-29 23:48:05
194,42,17,1,2017-08-29 23:48:10
195,98,478,5,2017-08-29 23:48:15
196,51,358,1,2017-08-29 23:48:20
197,92,377,3,2017-08-29 23:48:25
198,93,338,2,2017-08-29 23:48:30
199,20,759,5,2017-08-29 23:48:35
200,58,660,3,2017-08-29 23:48:40
201,76,245,2,2017-08-29 23:48:45
202,24,136,2,2017-08-29 23:48:50
203,62,831,1,2017-08-29 23:48:55
204,30,680,3,2017-08-29 23:49:00
205,99,309,3,2017-08-29 23:49:05
206,57,818,3,2017-08-29 23:49:10
207,22,731,4,2017-08-29 23:49:15
208,34,668,3,2017-08-29 23:49:20
209,52,290,2,2017-08-29 23:49:25
210,92,940,2,2017-08-29 23:49:30
211,34,195,3,2017-08-29 23:49:35
212,63,28,1,2017-08-29 23:49:40
213,25,15,3,2017-08-29 23:49:45
214,8,826,2,2017-08-29 23:49:50
215,33,24,2,2017-08-29 23:49:55
216,69,409,2,2017-08-29 23:50:00
217,16,772,3,2017-08-29 23:50:05
218,3,947,2,2017-08-29 23:50:10
219,63,51,1,2017-08-29 23:50:15
220,47,476,1,2017-08-29 23:50:20
221,2,307,4,2017-08-29 23:50:25
222,71,67,2,2017-08-29 23:50:30
223,31,98,2,2017-08-29 23:50:35
224,28,216,2,2017-08-29 23:50:40
225,9,543,3,2017-08-29 23:50:45
226,91,84,3,2017-08-29 23:50:50
227,83,551,1,2017-08-29 23:50:55
228,88,434,2,2017-08-29 23:51:00
229,50,452,3,2017-08-29 23:51:05
230,32,933,5,2017-08-29 23:51:10
231,72,123,3,2017-08-29 23:51:15
232,19,859,3,2017-08-29 23:51:20
233,46,869,2,2017-08-29 23:51:25
234,44,6,4,2017-08-29 23:51:30
235,54,970,2,2017-08-29 23:51:35
236,87,258,4,2017-08-29 23:51:40
237,78,82,4,2017-08-29 23:51:45
238,61,370,3,2017-08-29 23:51:50
239,89,445,4,2017-08-29 23:51:55
240,95,982,4,2017-08-29 23:52:00
241,55,966,2,2017-08-29 23:52:05
242,53,829,5,2017-08-29 23:52:10
243,24,531,2,2017-08-29 23:52:15
244,59,240,2,2017-08-29 23:52:20
245,87,122,4,2017-08-29 23:52:25
246,77,401,1,2017-08-29 23:52:30
247,60,981,1,2017-08-29 23:52:35
248,49,313,3,2017-08-29 23:52:40
249,71,196,3,2017-08-29 23:52:45
250,65,994,2,2017-08-29 23:52:50
251,39,766,1,2017-08-29 23:52:55
252,6,226,3,2017-08-29 23:53:00
253,87,278,3,2017-08-29 23:53:05
254,87,935,4,2017-08-29 23:53:10
255,86,397,2,2017-08-29 23:53:15
256,67,188,3,2017-08-29 23:53:20
257,93,757,4,2017-08-29 23:53:25
258,18,917,5,2017-08-29 23:53:30
259,70,33,3,2017-08-29 23:53:35
260,97,592,4,2017-08-29 23:53:40
261,68,979,5,2017-08-29 23:53:45
262,82,719,2,2017-08-29 23:53:50
263,90,673,1,2017-08-29 23:53:55
264,76,995,5,2017-08-29 23:54:00
265,21,251,4,2017-08-29 23:54:05
266,87,500,3,2017-08-29 23:54:10
267,32,128,2,2017-08-29 23:54:15
268,22,681,2,2017-08-29 23:54:20
269,6,988,1,2017-08-29 23:54:25
270,68,675,4,2017-08-29 23:54:30
271,8,619,4,2017-08-29 23:54:35
272,91,898,3,2017-08-29 23:54:40
273,48,454,1,2017-08-29 23:54:45
274,32,431,4,2017-08-29 23:54:50
275,9,387,5,2017-08-29 23:54:55
276,78,714,1,2017-08-29 23:55:00
277,79,529,2,2017-08-29 23:55:05
278,85,887,2,2017-08-29 23:55:10
279,78,788,1,2017-08-29 23:55:15
280,3,85,1,2017-08-29 23:55:20
281,99,297,1,2017-08-29 23:55:25
282,12,346,4,2017-08-29 23:55:30
283,16,608,2,2017-08-29 23:55:35
284,55,814,4,2017-08-29 23:55:40
285,29,696,5,2017-08-29 23:55:45
286,93,934,2,2017-08-29 23:55:50
287,78,942,1,2017-08-29 23:55:55
288,82,855,2,2017-08-29 23:56:00
289,10,902,2,2017-08-29 23:56:05
290,16,583,1,2017-08-29 23:56:10
291,67,662,2,2017-08-29 23:56:15
292,57,901,2,2017-08-29 23:56:20
293,94,556,1,2017-08-29 23:56:25
294,33,618,3,2017-08-29 23:56:30
295,100,21,4,2017-08-29 23:56:35
296,56,564,1,2017-08-29 23:56:40
297,22,794,5,2017-08-29 23:56:45
298,6,893,2,2017-08-29 23:56:50
299,30,159,2,2017-08-29 23:56:55
300,61,902,4,2017-08-29 23:57:00
301,33,919,3,2017-08-29 23:57:05
302,66,294,3,2017-08-29 23:57:10
303,75,133,4,2017-08-29 23:57:15
304,70,498,4,2017-08-29 23:57:20
305,93,665,2,2017-08-29 23:57:25
306,78,660,3,2017-08-29 23:57:30
307,65,482,2,2017-08-29 23:57:35
308,31,465,2,2017-08-29 23:57:40
309,38,480,4,2017-08-29 23:57:45
310,97,482,4,2017-08-29 23:57:50
311,34,484,1,2017-08-29 23:57:55
312,80,793,4,2017-08-29 23:58:00
313,17,301,4,2017-08-29 23:58:05
314,86,738,4,2017-08-29 23:58:10
315,72,197,2,2017-08-29 23:58:15
316,61,562,2,2017-08-29 23:58:20
317,8,513,5,2017-08-29 23:58:25
318,9,155,4,2017-08-29 23:58:30
319,65,898,2,2017-08-29 23:58:35
320,38,341,1,2017-08-29 23:58:40
321,8,263,2,2017-08-29 23:58:45
322,90,956,1,2017-08-29 23:58:50
323,28,6,3,2017-08-29 23:58:55
324,62,575,4,2017-08-29 23:59:00
325,89,386,3,2017-08-29 23:59:05
326,95,602,2,2017-08-29 23:59:10
327,67,740,1,2017-08-29 23:59:15
328,56,917,3,2017-08-29 23:59:20
329,10,213,3,2017-08-29 23:59:25
330,49,239,4,2017-08-29 23:59:30
331,65,459,2,2017-08-29 23:59:35
332,82,114,1,2017-08-29 23:59:40
333,70,94,2,2017-08-29 23:59:45
334,12,636,4,2017-08-29 23:59:50
335,53,137,3,2017-08-29 23:59:55
336,52,920,2,2017-08-30 00:00:00
337,69,182,5,2017-08-30 00:00:05
338,77,717,2,2017-08-30 00:00:10
339,36,668,4,2017-08-30 00:00:15
340,31,4,5,2017-08-30 00:00:20
341,75,940,3,2017-08-30 00:00:25
342,8,847,2,2017-08-30 00:00:30
343,98,487,3,2017-08-30 00:00:35
344,29,898,2,2017-08-30 00:00:40
345,58,294,2,2017-08-30 00:00:45
346,38,387,3,2017-08-30 00:00:50
347,98,752,1,2017-08-30 00:00:55
348,79,483,4,2017-08-30 00:01:00
349,61,376,2,2017-08-30 00:01:05
350,33,799,1,2017-08-30 00:01:10
351,52,402,4,2017-08-30 00:01:15
352,71,759,2,2017-08-30 00:01:20
353,71,653,5,2017-08-30 00:01:25
354,59,330,3,2017-08-30 00:01:30
355,32,373,4,2017-08-30 00:01:35
356,50,23,3,2017-08-30 00:01:40
357,91,450,1,2017-08-30 00:01:45
358,82,711,4,2017-08-30 00:01:50
359,52,454,2,2017-08-30 00:01:55
360,29,327,2,2017-08-30 00:02:00
361,37,825,3,2017-08-30 00:02:05
362,15,34,1,2017-08-30 00:02:10
363,82,175,4,2017-08-30 00:02:15
364,4,209,4,2017-08-30 00:02:20
365,41,262,2,2017-08-30 00:02:25
366,78,410,3,2017-08-30 00:02:30
367,41,513,5,2017-08-30 00:02:35
368,31,801,4,2017-08-30 00:02:40
369,15,64,5,2017-08-30 00:02:45
370,48,732,5,2017-08-30 00:02:50
371,71,374,4,2017-08-30 00:02:55
372,71,677,2,2017-08-30 00:03:00
373,27,445,5,2017-08-30 00:03:05
374,71,963,3,2017-08-30 00:03:10
375,68,355,4,2017-08-30 00:03:15
376,7,380,3,2017-08-30 00:03:20
377,65,881,4,2017-08-30 00:03:25
378,98,839,5,2017-08-30 00:03:30
379,35,15,2,2017-08-30 00:03:35
380,68,703,1,2017-08-30 00:03:40
381,38,928,5,2017-08-30 00:03:45
382,37,337,4,2017-08-30 00:03:50
383,20,154,1,2017-08-30 00:03:55
384,44,725,2,2017-08-30 00:04:00
385,3,749,1,2017-08-30 00:04:05
386,22,278,4,2017-08-30 00:04:10
387,43,402,4,2017-08-30 00:04:15
388,100,186,3,2017-08-30 00:04:20
389,37,470,1,2017-08-30 00:04:25
390,61,67,3,2017-08-30 00:04:30
391,23,223,3,2017-08-30 00:04:35
392,44,894,2,2017-08-30 00:04:40
393,20,812,4,2017-08-30 00:04:45
394,58,767,2,2017-08-30 00:04:50
395,20,78,2,2017-08-30 00:04:55
396,29,865,3,2017-08-30 00:05:00
397,47,512,3,2017-08-30 00:05:05
398,49,600,2,2017-08-30 00:05:10
399,21,507,2,2017-08-30 00:05:15
400,60,404,3,2017-08-30 00:05:20
401,37,248,3,2017-08-30 00:05:25
402,14,858,1,2017-08-30 00:05:30
403,62,450,1,2017-08-30 00:05:35
404,60,432,2,2017-08-30 00:05:40
405,20,910,2,2017-08-30 00:05:45
406,30,750,3,2017-08-30 00:05:50
407,68,835,2,2017-08-30 00:05:55
408,82,841,4,2017-08-30 00:06:00
409,22,834,1,2017-08-30 00:06:05
410,48,234,4,2017-08-30 00:06:10
411,7,346,2,2017-08-30 00:06:15
412,29,493,3,2017-08-30 00:06:20
413,20,921,5,2017-08-30 00:06:25
414,88,3,4,2017-08-30 00:06:30
415,66,352,2,2017-08-30 00:06:35
416,19,404,1,2017-08-30 00:06:40
417,84,751,5,2017-08-30 00:06:45
418,75,717,3,2017-08-30 00:06:50
419,62,63,5,2017-08-30 00:06:55
420,24,907,3,2017-08-30 00:07:00
421,8,344,3,2017-08-30 00:07:05
422,4,205,4,2017-08-30 00:07:10
423,33,950,4,2017-08-30 00:07:15
424,83,738,2,2017-08-30 00:07:20
425,91,119,2,2017-08-30 00:07:25
426,17,4,2,2017-08-30 00:07:30
427,58,695,3,2017-08-30 00:07:35
428,27,584,2,2017-08-30 00:07:40
429,73,444,3,2017-08-30 00:07:45
430,15,494,2,2017-08-30 00:07:50
431,49,979,2,2017-08-30 00:07:55
432,39,551,5,2017-08-30 00:08:00
433,61,302,4,2017-08-30 00:08:05
434,49,889,4,2017-08-30 00:08:10
435,57,126,4,2017-08-30 00:08:15
436,48,691,5,2017-08-30 00:08:20
437,91,281,3,2017-08-30 00:08:25
438,18,725,3,2017-08-30 00:08:30
439,6,943,3,2017-08-30 00:08:35
440,77,254,3,2017-08-30 00:08:40
441,4,502,2,2017-08-30 00:08:45
442,43,922,3,2017-08-30 00:08:50
443,14,740,5,2017-08-30 00:08:55
444,94,711,3,2017-08-30 00:09:00
445,14,561,4,2017-08-30 00:09:05
446,15,199,1,2017-08-30 00:09:10
447,37,25,1,2017-08-30 00:09:15
448,4,156,4,2017-08-30 00:09:20
449,4,290,1,2017-08-30 00:09:25
450,4,145,3,2017-08-30 00:09:30
451,21,318,4,2017-08-30 00:09:35
452,38,344,1,2017-08-30 00:09:40
453,66,226,3,2017-08-30 00:09:45
454,1,754,4,2017-08-30 00:09:50
455,74,526,4,2017-08-30 00:09:55
456,17,260,5,2017-08-30 00:10:00
457,31,284,2,2017-08-30 00:10:05
458,54,276,3,2017-08-30 00:10:10
459,76,216,3,2017-08-30 00:10:15
460,53,629,5,2017-08-30 00:10:20
461,94,820,1,2017-08-30 00:10:25
462,44,378,1,2017-08-30 00:10:30
463,78,451,4,2017-08-30 00:10:35
464,31,904,5,2017-08-30 00:10:40
465,38,413,2,2017-08-30 00:10:45
466,88,107,4,2017-08-30 00:10:50
467,16,304,1,2017-08-30 00:10:55
468,2,376,4,2017-08-30 00:11:00
469,48,460,4,2017-08-30 00:11:05
470,61,796,4,2017-08-30 00:11:10
471,66,577,2,2017-08-30 00:11:15
472,90,879,5,2017-08-30 00:11:20
473,63,576,2,2017-08-30 00:11:25
474,28,495,4,2017-08-30 00:11:30
475,33,129,2,2017-08-30 00:11:35
476,12,350,2,2017-08-30 00:11:40
477,27,622,3,2017-08-30 00:11:45
478,29,792,1,2017-08-30 00:11:50
479,46,123,5,2017-08-30 00:11:55
480,34,443,1,2017-08-30 00:12:00
481,36,192,4,2017-08-30 00:12:05
482,10,403,1,2017-08-30 00:12:10
483,27,758,3,2017-08-30 00:12:15
484,44,573,4,2017-08-30 00:12:20
485,65,635,3,2017-08-30 00:12:25
486,37,968,4,2017-08-30 00:12:30
487,26,59,2,2017-08-30 00:12:35
488,69,694,4,2017-08-30 00:12:40
489,77,909,2,2017-08-30 00:12:45
490,43,790,2,2017-08-30 00:12:50
491,80,963,3,2017-08-30 00:12:55
492,84,67,4,2017-08-30 00:13:00
493,18,980,4,2017-08-30 00:13:05
494,25,415,5,2017-08-30 00:13:10
495,6,186,2,2017-08-30 00:13:15
496,39,795,3,2017-08-30 00:13:20
497,54,848,2,2017-08-30 00:13:25
498,43,605,4,2017-08-30 00:13:30
499,13,981,4,2017-08-30 00:13:35
500,19,650,5,2017-08-30 00:13:40
